"","date","Hprum","SCE","SNO","SVH","SRA","SSV","Tprum","T05prum","Fprum","Fmax","Dprum"
"4746",1980-05-03,86,115,0,NA,0,8.1,-4.3,NA,3.3,4,9
"4747",1980-05-04,86,115,0,NA,0,10.8,-2,NA,4.3,5,9
"4748",1980-05-05,88,115,0,NA,0,11.8,2.1,NA,3.3,5,14.5
"4749",1980-05-06,78,110,0,NA,0,6.7,5,NA,3,4,21.25
"4750",1980-05-07,97,105,0,NA,11.8,7.6,4.5,NA,2.7,4,13
"4751",1980-05-08,100,100,0,NA,0.3,0,-0.2,NA,6.3,8,5.5
"4752",1980-05-09,93,100,0,NA,0,11.2,0.2,NA,4.3,5,7
"4753",1980-05-10,65,95,0,NA,0,12.9,3.4,NA,2.3,4,4.5
"4754",1980-05-11,73,90,0,NA,0,13.1,1.4,NA,2.7,3,7
"4755",1980-05-12,79,85,0,NA,0,13.2,0.3,NA,4.3,6,8
"4756",1980-05-13,78,80,0,NA,0,13.3,-1.7,NA,5,7,9.5
"4757",1980-05-14,79,75,0,NA,0,12.8,-1.1,NA,6,7,9.5
"4758",1980-05-15,86,70,0,NA,0,13.2,0.9,NA,3,4,9
"4759",1980-05-16,96,65,0,NA,2.6,4.9,2.5,NA,3,5,6.5
"4760",1980-05-17,100,63,0,NA,0.4,0,1.9,NA,3.3,5,8.5
"4761",1980-05-18,89,60,0,NA,0,10.5,5.4,NA,4.7,6,11
"4762",1980-05-19,99,55,0,NA,10,7.3,5.1,NA,2.3,3,10.75
"4763",1980-05-20,92,50,0,NA,0,12.1,3.1,NA,5.3,6,10.75
"4764",1980-05-21,100,40,0,NA,0,1.8,-2.1,NA,3.7,5,22.5
"4765",1980-05-22,82,40,0,NA,0,12.5,2.1,NA,1.7,2,4
"4766",1980-05-23,100,35,0,NA,0,2.5,2.1,NA,3.3,4,31
"4767",1980-05-24,97,30,0,NA,0,3.3,4.3,NA,6,8,27
"4768",1980-05-25,93,25,0,NA,0,1.8,4.7,NA,2.3,3,27
"4769",1980-05-26,92,20,0,NA,0,12,9,NA,6.3,12,18
"4770",1980-05-27,95,10,0,NA,34.6,3.3,6.4,NA,11.7,15,9
"4771",1980-05-28,100,0,0,NA,12.2,0,7.5,NA,6.7,10,15.5
"4772",1980-05-29,100,0,0,NA,0,0,4.7,NA,4.3,7,23.5
"4773",1980-05-30,100,0,0,NA,0,0,3.4,NA,6.3,8,36
"4774",1980-09-30,98,0,0,NA,0,3.6,2,NA,12,16,31.75
"4775",1980-10-01,100,0,0,NA,1.2,0,2.8,NA,9.3,12,31
"4776",1980-10-02,96,0,0,NA,0,2,1.2,NA,11.7,15,31
"4777",1980-10-03,70,0,0,NA,0.6,8.4,4.4,NA,1.3,2,14.25
"4778",1980-10-04,100,0,0,NA,1.6,0,0.6,NA,9.3,12,30
"4779",1980-10-05,100,0,0,0,3.2,0,2,NA,2.3,3,21
"4780",1980-10-06,100,0,0,NA,16.4,0,6,NA,7.3,10,20
"4781",1980-10-07,100,0,0,NA,2.4,0,2.5,NA,6,8,22
"4782",1980-10-08,100,0,0,NA,3.6,0,0.3,NA,0.7,2,15.5
"4783",1980-10-09,100,0,0,NA,0,1.3,-0.3,NA,3,5,10.75
"4784",1980-10-10,99,0,0,NA,1.9,0.3,-0.2,NA,1,1,20
"4785",1980-10-11,97,0,0,NA,16.3,0,2.7,NA,2,3,11.75
"4786",1980-10-12,100,0,0,0,16.6,0,3.5,NA,3,6,13.25
"4787",1980-10-13,100,0,0,NA,4.4,0,-0.6,NA,5,7,27
"4788",1980-10-14,100,0,0,NA,0,0,0.1,NA,3.3,4,20.75
"4789",1980-10-15,91,0,0,NA,0,8.6,6.1,NA,2.7,4,14.25
"4790",1980-10-16,98,0,0,NA,0.5,2.3,8.5,NA,10.3,14,17
"4791",1980-10-17,100,0,0,NA,2.6,0.3,4.1,NA,6,7,22
"4792",1980-10-18,98,0,0,NA,1,2.1,-1.6,NA,6.3,7,31
"4793",1980-10-19,100,0,0,0,0,0,-3.2,NA,3.3,4,29
"4794",1980-10-20,94,0,0,NA,0,8.7,-1.1,NA,2,2,20.25
"4795",1980-10-21,88,0,0,NA,0,4.2,-0.5,NA,0.7,1,10
"4796",1980-10-22,93,0,0,NA,0,2.5,3.8,NA,1.7,4,13.5
"4797",1980-10-23,100,0,0,NA,18.2,0,2.3,NA,5,6,21
"4798",1980-10-24,100,0,0,NA,6.4,0,1.9,NA,4,6,28.75
"4799",1980-10-25,95,0,0,NA,0,5.5,-3.5,NA,4,7,31.75
"4800",1980-10-26,100,0,0,0,11.2,0,0.1,NA,3.3,4,25.25
"4801",1980-10-27,98,0,0,NA,0,3.8,8.2,NA,4.3,5,19
"4802",1980-10-28,100,0,0,NA,10.2,0,2.9,NA,6.7,8,26.25
"4803",1980-10-29,100,0,0,NA,6.2,0,-2.8,NA,9.3,11,29
"4804",1980-10-30,100,0,7,NA,5.5,0,-5.8,NA,4.7,6,18.25
"4805",1980-10-31,97,7,1,NA,0.6,6.6,-10.1,NA,6.3,9,8.5
"4806",1980-11-01,97,8,1,NA,0.5,5.9,-11.7,NA,5.3,7,12
"4807",1980-11-02,100,8,3,NA,1,0,-11.2,NA,7,9,9
"4808",1980-11-03,100,5,0,NA,0.1,0,-11.3,NA,2.3,3,12.5
"4809",1980-11-04,100,5,1,NA,0.8,0,-6.9,NA,4.7,8,11.25
"4810",1980-11-05,100,6,0,NA,12.7,0,0.7,NA,5,6,13
"4811",1980-11-06,100,6,0,NA,1.8,0,-2.8,NA,2,2,7.75
"4812",1980-11-07,100,6,5,NA,1,1.8,-3.4,NA,2.7,3,18.75
"4813",1980-11-08,100,11,0,NA,0,0,-6,NA,4.3,5,33.75
"4814",1980-11-09,100,11,0,NA,0.2,0,-9,NA,8.3,10,22
"4815",1980-11-10,100,11,0,NA,0,0,-9.1,NA,8.3,10,24.5
"4816",1980-11-11,100,11,0,NA,1,0,-8.5,NA,6.7,10,26.5
"4817",1980-11-12,100,11,3,NA,1.2,0,-6.2,NA,4,5,25.75
"4818",1980-11-13,100,14,0,NA,0,0,-4.9,NA,3.7,6,22.75
"4819",1980-11-14,100,14,0,NA,0.8,0,-2.8,NA,2,2,21
"4820",1980-11-15,97,14,0,NA,21,0,3.4,NA,2.3,3,22
"4821",1980-11-16,100,0,0,0,17,0,3.2,NA,3.7,4,18.5
"4822",1980-11-17,98,0,0,NA,0,0,2,NA,3.7,5,20
"4823",1980-11-18,100,0,0,NA,0,0,-4.2,NA,6.3,7,31
"4824",1980-11-19,100,0,0,NA,0,0,-0.5,NA,1,2,13.5
"4825",1980-11-20,92,0,0,NA,0.6,1.7,2.8,NA,2.7,5,27
"4826",1980-11-21,90,0,0,NA,0,1.9,2.9,NA,2.3,3,31
"4827",1980-11-22,100,0,0,NA,1.2,0,4.5,NA,3.3,5,29
"4828",1980-11-23,100,0,0,0,3.1,0,5.3,NA,4,6,27
"4829",1980-11-24,100,0,0,NA,6.4,2,1.4,NA,3,4,29
"4830",1980-11-25,100,0,0,NA,3.1,0,-3.9,NA,4,5,32.5
"4831",1980-11-26,76,0,0,NA,0,5.8,-5.8,NA,0.7,2,9
"4832",1980-11-27,79,0,0,NA,0,0,-5.9,NA,2,4,29.25
"4833",1980-11-28,100,0,0,NA,0.5,0,-7.1,NA,5.7,7,34.25
"4834",1980-11-29,99,0,0,NA,0.6,0,-12.8,NA,10.7,12,17.5
"4835",1980-11-30,70,0,1,0,0,7.2,-13.5,NA,9,11,7
"4836",1980-12-01,84,1,1,NA,0.8,3.7,-10.5,NA,4.3,6,23.5
"4837",1980-12-02,100,2,10,NA,2.8,0,-11.3,NA,6.7,10,26.75
"4838",1980-12-03,100,12,15,NA,3.4,1.9,-12.1,NA,6,9,20.75
"4839",1980-12-04,96,27,15,NA,3.1,5.5,-14.9,NA,9.7,10,26
"4840",1980-12-05,100,37,10,NA,2.4,0,-10.4,NA,12,14,19
"4841",1980-12-06,98,40,5,NA,0.7,0,-14.5,NA,9.7,12,2.5
"4842",1980-12-07,97,40,4,NA,0.7,0,-14.2,NA,11.7,12,10
"4843",1980-12-08,100,42,0,NA,0,0,-9.1,NA,9.7,11,22
"4844",1980-12-09,100,37,3,NA,2.2,0,-6.2,NA,11,12,25.75
"4845",1980-12-10,100,37,6,NA,8.4,0,-2.6,NA,9.7,12,28.5
"4846",1980-12-11,100,40,0,NA,0,0,-1.8,NA,9.7,11,30.5
"4847",1980-12-12,100,40,4,NA,2.7,0.4,-1.8,NA,3.7,6,22
"4848",1980-12-13,100,42,0,NA,17.3,0,-1.3,NA,7,8,25.5
"4849",1980-12-14,100,30,0,NA,21,0,-0.2,NA,5.7,7,22.25
"4850",1980-12-15,100,24,2,NA,1.7,0,-3.7,NA,10,11,29
"4851",1980-12-16,100,24,0,NA,0,1.6,-6.1,NA,5,8,24.5
"4852",1980-12-17,100,24,2,NA,2.2,0,-7.5,NA,8.7,12,21
"4853",1980-12-18,100,24,6,NA,4.8,0,-5,NA,5,5,20
"4854",1980-12-19,100,30,0,NA,0,0,-4.2,NA,5,5,10.5
"4855",1980-12-20,100,30,2,NA,0.8,0,-3.9,NA,1.3,2,25.5
"4856",1980-12-21,100,31,1,NA,0.4,0,-3.7,NA,3.3,5,30.5
"4857",1980-12-22,100,32,0,NA,12,0,-2.2,NA,10,15,31
"4858",1980-12-23,100,25,5,NA,1.6,0,-0.8,NA,11.7,15,31
"4859",1980-12-24,100,26,2,NA,1,0,-1.2,NA,11.7,15,29
"4860",1980-12-25,100,25,1,NA,1.8,0.7,-4.8,NA,7.3,10,27
"4861",1980-12-26,100,25,1,NA,1.4,0,-7.4,NA,8.7,10,34.75
"4862",1980-12-27,100,26,0,NA,0.2,5.9,-8.1,NA,5.7,9,31.5
"4863",1980-12-28,100,26,0,NA,0,0,-2.5,NA,10,12,27
"4864",1980-12-29,100,26,0,NA,0.1,0,-2.5,NA,11.3,12,27
"4865",1980-12-30,100,25,3,NA,3,3.4,-4.9,NA,6.3,8,25.5
"4866",1980-12-31,100,28,10,NA,7.8,0,-6.6,NA,14,17,26.75
"4867",1981-01-01,100,38,30,NA,13.8,0,-6.2,NA,12,16,30
"4868",1981-01-02,100,65,20,NA,10.8,0,-3.5,NA,10.7,16,30
"4869",1981-01-03,100,80,10,NA,8.2,0,-6.2,NA,12.7,18,29
"4870",1981-01-04,100,90,20,223.5,6.8,0,-10.2,NA,12.7,16,31
"4871",1981-01-05,100,100,10,NA,3.8,0,-12.4,NA,9.3,12,31
"4872",1981-01-06,96,110,5,NA,2.3,0,-14.9,NA,6.7,8,31
"4873",1981-01-07,96,115,0,NA,0,6.1,-16.4,NA,2.7,4,29.25
"4874",1981-01-08,99,115,0,NA,0,1.5,-9.6,NA,3.7,6,27
"4875",1981-01-09,100,115,6,NA,3,0,-3.8,NA,3.3,6,26.5
"4876",1981-01-10,99,119,1,NA,0.2,0,-10.8,NA,3.7,8,18
"4877",1981-01-11,100,115,1,286.4,1,0,-8.6,NA,7,11,22
"4878",1981-01-12,100,115,2,NA,1.4,0,-9,NA,9,12,27.75
"4879",1981-01-13,100,115,15,NA,5.6,0,-11.1,NA,11,16,23.25
"4880",1981-01-14,100,120,5,NA,1.8,0,-8,NA,11,15,25.75
"4881",1981-01-15,100,123,5,NA,1.2,0,-10.2,NA,8.7,14,28.5
"4882",1981-01-16,100,126,10,NA,6.9,0,-7,NA,3.3,6,24.25
"4883",1981-01-17,100,131,6,NA,3.7,1.3,-5.5,NA,1.7,2,29
"4884",1981-01-18,100,134,7,313.8,5.9,0,-7,NA,2.7,4,24.25
"4885",1981-01-19,100,138,8,NA,7,0,-8.2,NA,2.7,4,30.75
"4886",1981-01-20,100,140,2,NA,2.1,0,-8.3,NA,5,6,27.5
"4887",1981-01-21,100,130,1,NA,0,5,-10.4,NA,1.3,2,23.5
"4888",1981-01-22,100,130,0,NA,0,2,-6.1,NA,1.7,2,31
"4889",1981-01-23,100,130,0,NA,0,0,-4.1,NA,1.7,2,31
"4890",1981-01-24,100,130,12,NA,7.9,0,-6.4,NA,5,7,27
"4891",1981-01-25,100,142,2,347.6,1,0,-10.5,NA,16.7,20,31
"4892",1981-01-26,86,143,0,NA,0,6.9,-11.7,NA,4.3,5,35.5
"4893",1981-01-27,99,138,0,NA,0,0,-5.4,NA,1,2,25.5
"4894",1981-01-28,100,136,1,NA,1.4,0,-4,NA,1,2,19.5
"4895",1981-01-29,100,132,0,NA,0,4.5,-1.6,NA,6.3,8,31
"4896",1981-01-30,93,128,0,NA,0,5.1,1.3,NA,11.3,12,31
"4897",1981-01-31,90,125,0,NA,0,8.2,-0.8,NA,10,12,30
"4898",1981-02-01,91,125,0,NA,0,8.3,-0.2,NA,8,10,29.25
"4899",1981-02-02,99,122,5,NA,5.2,0,-4.6,NA,6.7,8,24.75
"4900",1981-02-03,100,124,10,NA,10.2,0,-5.4,NA,7.3,10,27.75
"4901",1981-02-04,100,130,8,NA,5.8,0,-8.3,NA,8.7,10,27
"4902",1981-02-05,100,135,2,NA,1.1,0,-7.7,NA,7.7,8,30
"4903",1981-02-06,100,135,20,NA,23.3,0,-0.9,NA,18,19,27
"4904",1981-02-07,100,150,0,NA,13.8,0,-1,NA,12,14,26
"4905",1981-02-08,100,145,0,NA,0,0,-1.3,NA,5.3,7,27.5
"4906",1981-02-09,100,140,20,NA,6.3,0,-4.7,NA,7.7,10,22.25
"4907",1981-02-10,100,150,15,NA,4.1,0,-9.6,NA,15.7,22,28.5
"4908",1981-02-11,100,160,5,NA,0.9,0,-11.2,NA,13,14,34
"4909",1981-02-12,100,161,10,NA,2.7,0,-10.6,NA,10.3,15,34.75
"4910",1981-02-13,100,165,2,NA,1,0,-12.6,NA,13.3,15,36
"4911",1981-02-14,100,160,3,NA,0.5,0,-11,NA,10.7,12,31
"4912",1981-02-15,100,161,10,NA,3.6,0,-8,NA,10,10,34
"4913",1981-02-16,100,165,10,NA,4.4,0,-7.9,NA,7.7,10,3.5
"4914",1981-02-17,100,170,15,NA,4.8,0,-10.5,NA,10.7,12,9
"4915",1981-02-18,100,178,8,NA,1.2,0,-10.8,NA,2,2,36
"4916",1981-02-19,97,180,2,NA,1.8,0,-11.6,NA,1.7,3,22.5
"4917",1981-02-20,100,180,2,NA,0.6,0,-9.9,NA,2,3,13
"4918",1981-02-21,100,180,3,NA,0.7,0,-7.5,NA,1.3,3,9.75
"4919",1981-02-22,100,170,0,NA,2.6,0,-5.9,NA,8,12,16
"4920",1981-02-23,100,170,0,NA,0,0,-3.1,NA,3.3,7,18
"4921",1981-02-24,90,162,0,NA,0,9.3,-3.6,NA,2,6,4.5
"4922",1981-02-25,77,154,0,NA,0,10,-4.3,NA,9.3,10,9
"4923",1981-02-26,88,148,0,NA,0,9.2,-7.9,NA,6.7,9,10
"4924",1981-02-27,100,146,0,NA,0,10,-9,NA,10,11,11
"4925",1981-02-28,100,144,5,NA,0.3,0,-8,NA,6.7,10,13
"4926",1981-03-01,100,144,0,345.5,0,0,-5.2,NA,3.7,4,18
"4927",1981-03-02,100,142,5,NA,0.8,0,-2.5,NA,2,2,18
"4928",1981-03-03,100,143,1,NA,0.8,0,-6.8,NA,9.7,11,36
"4929",1981-03-04,100,144,1,NA,0.8,0,-7.8,NA,7.3,8,23.25
"4930",1981-03-05,100,145,1,NA,1.2,0,-6.7,NA,4.3,8,22.25
"4931",1981-03-06,100,146,2,NA,4.9,0,0.3,NA,4.3,5,25.75
"4932",1981-03-07,100,138,0,NA,8.9,0,1.8,NA,3.7,6,20
"4933",1981-03-08,100,135,0,327.5,19.8,0,2.8,NA,5,6,26.5
"4934",1981-03-09,83,130,0,NA,8.1,0,-0.2,NA,2.7,5,28.5
"4935",1981-03-10,100,120,0,NA,25.4,0,4.4,NA,5,7,29
"4936",1981-03-11,100,110,0,NA,5.2,0,1,NA,12,14,31
"4937",1981-03-12,100,93,0,NA,0.6,0,-0.4,NA,9,10,29
"4938",1981-03-13,100,84,0,NA,3.7,NA,-0.6,NA,6.7,11,26.5
"4939",1981-03-14,100,84,0,NA,0,NA,-3,NA,3.7,5,27.25
"4940",1981-03-15,100,84,0,210.4,2.6,NA,-1.7,NA,1.3,2,25.75
"4941",1981-03-16,100,84,0,NA,1.3,NA,-3.3,NA,0.7,2,5.5
"4942",1981-03-17,100,84,0,NA,1.8,NA,-3.3,NA,2,2,20
"4943",1981-03-18,100,84,0,NA,0,NA,-4.5,NA,4.7,6,28
"4944",1981-03-19,100,84,0,NA,0,NA,-2.5,NA,2.7,4,24.5
"4945",1981-03-20,91,84,0,NA,0,NA,0.6,NA,5.3,8,23.25
"4946",1981-03-21,88,83,0,NA,0,NA,2.3,NA,8,11,22
"4947",1981-03-22,93,80,0,194.3,0,NA,1.7,NA,4.7,7,25.5
"4948",1981-03-23,100,75,0,NA,15,NA,2.1,NA,8,11,27
"4949",1981-03-24,100,73,0,NA,6.6,NA,3.9,NA,2.7,4,27
"4950",1981-03-25,100,70,0,NA,3.4,NA,3.6,NA,7,8,24
"4951",1981-03-26,100,70,0,NA,22,NA,-1.2,NA,8.7,12,29
"4952",1981-03-27,92,70,0,NA,0,NA,1.2,NA,1,2,13.5
"4953",1981-03-28,97,65,0,NA,0,NA,2.5,NA,9,10,13
"4954",1981-03-29,100,62,0,149.3,0,NA,3.7,NA,3.3,6,15.75
"4955",1981-03-30,91,56,0,NA,0,NA,8.1,NA,0.7,2,9
"4956",1981-03-31,88,45,0,NA,0,NA,8.3,NA,3.3,5,13
"4957",1981-04-01,87,38,0,NA,0,NA,4.9,NA,1,3,9
"4958",1981-04-02,87,30,0,NA,0,NA,3.3,NA,3,3,18
"4959",1981-04-03,95,29,0,NA,4.8,NA,0.6,NA,2.7,4,31
"4960",1981-04-04,100,29,0,NA,0.9,NA,-1.1,NA,2.7,3,34
"4961",1981-04-05,95,29,0,69.6,0,NA,1,NA,2,2,23.75
"4962",1981-04-06,88,28,0,NA,0,NA,3.7,NA,3.3,6,28
"4963",1981-04-07,87,25,0,NA,0,NA,5.5,NA,4,5,31
"4964",1981-04-08,94,22,0,NA,0,NA,1.4,NA,6,7,35
"4965",1981-04-09,100,20,0,NA,0,NA,3.5,NA,6.3,10,33.5
"4966",1981-04-10,88,15,0,NA,0,NA,5.1,NA,4.3,5,9
"4967",1981-04-11,85,0,0,NA,0,NA,6.5,NA,7,8,13
"4968",1981-04-12,88,0,0,0,1.2,NA,6.5,NA,11,15,33.5
"4969",1981-04-13,88,0,0,NA,0,NA,1.3,NA,9.3,10,32.25
"4970",1981-04-14,86,0,0,NA,0,NA,4.1,NA,2,2,31
"4971",1981-04-15,100,0,15,NA,3,NA,-6.2,NA,8.3,10,36
"4972",1981-04-16,100,15,5,NA,2.1,NA,-7.9,NA,4.3,5,36
"4973",1981-04-17,100,17,10,NA,0.8,NA,-7.7,NA,5,6,35.5
"4974",1981-04-18,100,20,3,NA,0.7,NA,-5.9,NA,2.7,4,28.75
"4975",1981-04-19,79,15,0,24.2,0,NA,-4.7,NA,3.3,4,3.25
"4976",1981-04-20,84,10,5,NA,0.9,NA,-2.4,NA,10.3,11,25.75
"4977",1981-04-21,99,5,10,NA,4.1,NA,-6.2,NA,10.7,12,34.25
"4978",1981-04-22,100,10,10,NA,5.4,NA,-7.8,NA,3.3,4,35.5
"4979",1981-04-23,96,15,0,NA,0,NA,-5,NA,3.3,6,16.75
"4980",1981-04-24,89,12,0,NA,0,NA,0.1,NA,2,2,15.75
"4981",1981-04-25,97,10,0,NA,0,NA,3.7,NA,5,8,12
"4982",1981-04-26,100,0,0,0,6.6,NA,0.3,NA,7,8,16.75
"4983",1981-04-27,100,0,3,NA,1.8,NA,-4,NA,8.3,9,30
"4984",1981-04-28,100,3,8,NA,7.6,NA,-2.5,NA,5.7,6,27
"4985",1981-04-29,100,11,2,NA,14.1,NA,0.9,NA,6.3,8,28
"4986",1981-04-30,98,13,5,NA,5.3,NA,-2.7,NA,7.3,8,29.5
"4987",1981-05-01,97,18,5,NA,3.1,NA,-4.7,NA,10.7,12,31
"4988",1981-05-02,98,23,3,NA,1.1,NA,-3.3,NA,5,8,29.5
"4989",1981-05-03,100,23,10,NA,8.2,NA,-1,NA,4.7,5,27
"4990",1981-05-04,100,30,3,NA,3.4,NA,-0.6,NA,7.7,10,26.5
"4991",1981-05-05,100,30,1,NA,0.5,NA,0.2,NA,5.3,8,25.5
"4992",1981-05-06,97,27,0,NA,0,NA,5.5,NA,3.3,5,22
"4993",1981-05-07,79,25,0,NA,0,12.7,9.2,NA,1.3,2,14.5
"4994",1981-05-08,84,18,0,NA,0,11.2,10.6,NA,2,3,9.75
"4995",1981-05-09,79,0,0,NA,0,12.9,10.8,NA,5,6,12.5
"4996",1981-05-10,71,0,0,0,0,12.5,11,NA,4.3,5,12.5
"4997",1981-05-11,69,0,0,NA,0.6,10.3,12,NA,2,3,3.5
"4998",1981-05-12,80,0,0,NA,3.2,10.5,11.2,NA,2.3,4,9.5
"4999",1981-05-13,85,0,0,NA,0,7.6,10.6,NA,2,3,11.5
"5000",1981-05-14,94,0,0,NA,0,9.1,9.6,NA,3,5,17
"5001",1981-05-15,92,0,0,NA,0.2,2.7,9.1,NA,2.7,3,17
"5002",1981-05-16,95,0,0,NA,13.2,5.5,7.6,NA,5.3,6,18.25
"5003",1981-05-17,90,0,0,0,0,6.7,6.5,NA,6.3,9,31
"5004",1981-05-18,78,0,0,NA,0,9.2,10.4,NA,1.3,2,25
"5005",1981-05-19,78,0,0,NA,0,13.7,10.9,NA,3.7,5,35.5
"5006",1981-05-20,75,0,0,NA,0,13.5,11.9,NA,3,5,20.25
"5007",1981-05-21,86,0,0,NA,0,11.7,10.8,NA,9,11,12.5
"5008",1981-05-22,98,0,0,NA,0.8,0,7.2,NA,2,2,9.75
"5009",1981-05-23,93,0,0,NA,6.8,1.5,6.6,NA,4.3,10,20.25
"5010",1981-05-24,99,0,0,0,14,0,8.3,NA,6.3,10,13.75
"5011",1981-05-25,100,0,0,NA,1.6,1.4,11.2,NA,2.7,5,14.25
"5012",1981-05-26,97,0,0,NA,6.4,0,6.6,NA,10.3,11,20
"5013",1981-05-27,83,0,0,NA,0,3.8,6,NA,3.3,5,24.5
"5014",1981-05-28,87,0,0,NA,3.9,5.3,7.5,NA,2,4,11
"5015",1981-05-29,95,0,0,NA,0.4,0,8.7,NA,2,2,28
"5016",1981-05-30,72,0,0,NA,0,4.3,12.4,NA,0.7,2,6.75
"5017",1981-09-30,88,0,0,NA,0.6,8.3,10.3,NA,2,4,7.5
"5018",1981-10-01,94,0,0,NA,1,0.9,7.3,NA,9.3,10,13
"5019",1981-10-02,96,0,0,NA,0.3,0,6.9,NA,6.3,8,16.5
"5020",1981-10-03,79,0,0,NA,0.1,4.3,4.5,NA,6.7,7,19
"5021",1981-10-04,95,0,0,0,0,0,4.7,NA,5,7,22.5
"5022",1981-10-05,83,0,0,NA,3.6,7.8,10.6,NA,4,6,15.5
"5023",1981-10-06,90,0,0,NA,6.6,0,6,NA,6.7,7,25.5
"5024",1981-10-07,90,0,0,NA,0,0.2,4.2,NA,5.3,6,22.75
"5025",1981-10-08,84,0,0,NA,14,8.9,6.7,NA,4.7,6,15
"5026",1981-10-09,85,0,0,NA,38,3.2,3.3,NA,7.7,10,18
"5027",1981-10-10,95,0,0,NA,9.4,0,0.8,NA,8.3,13,25.75
"5028",1981-10-11,95,0,2,0,8,0,-1.4,NA,3.7,6,27
"5029",1981-10-12,94,2,3,NA,19.2,0,-2,NA,6.7,9,28
"5030",1981-10-13,93,5,0,NA,0,0,-3.5,NA,6,8,22
"5031",1981-10-14,94,5,3,NA,11.6,0,-0.7,NA,2.7,3,22
"5032",1981-10-15,95,8,0,NA,0,1.2,-2.7,NA,3.7,4,28
"5033",1981-10-16,99,8,0,NA,0.6,0,1,NA,4,5,24
"5034",1981-10-17,99,8,0,NA,21.1,0,5.6,NA,3.7,4,19
"5035",1981-10-18,98,8,0,NA,0,0,3.2,NA,8,9,28
"5036",1981-10-19,100,4,0,NA,34.2,0,3.9,NA,10.7,14,21.5
"5037",1981-10-20,100,0,0,NA,12.4,0,4.5,NA,2.3,3,21.25
"5038",1981-10-21,100,0,27,NA,20.2,0,-1.4,NA,6.3,12,17.25
"5039",1981-10-22,100,27,2,NA,1,0,-3,NA,4.7,8,31
"5040",1981-10-23,92,29,0,NA,0,1,-4.8,NA,8,10,31
"5041",1981-10-24,93,25,0,NA,0,1.2,-4.1,NA,4.7,9,20
"5042",1981-10-25,90,25,0,NA,0,5.6,-0.7,NA,4.3,8,15
"5043",1981-10-26,95,20,0,NA,7,0,0.5,NA,7.7,9,17
"5044",1981-10-27,94,15,5,NA,6.1,0,-2.4,NA,8,9,26
"5045",1981-10-28,94,20,5,NA,16.1,0,-0.4,NA,7.7,10,19.5
"5046",1981-10-29,96,25,2,NA,18.3,0,-0.2,NA,3.7,4,26.75
"5047",1981-10-30,100,22,0,NA,17.4,0,1.2,NA,6,10,29
"5048",1981-10-31,86,18,0,NA,10.7,0,0.2,NA,2.3,4,30
"5049",1981-11-01,93,12,0,25.7,11.7,0,5.3,NA,4,5,29
"5050",1981-11-02,66,0,0,NA,0,3.7,1.4,NA,2.3,3,31.75
"5051",1981-11-03,96,0,0,NA,1.6,0,3.3,NA,2.3,4,25
"5052",1981-11-04,96,0,0,NA,2.2,0,-3.1,NA,4.7,6,31
"5053",1981-11-05,93,0,14,NA,4.6,0,-5.1,NA,12,15,31
"5054",1981-11-06,95,14,10,NA,3.8,0,-7.5,NA,12.3,15,33.25
"5055",1981-11-07,95,22,25,NA,8.8,0,-7.2,NA,10.7,12,34
"5056",1981-11-08,95,42,12,107.7,4.1,0,-7.8,NA,10.7,12,35.5
"5057",1981-11-09,95,52,3,NA,0.8,0,-9.9,NA,8.3,10,36
"5058",1981-11-10,95,53,5,NA,1.2,0,-6,NA,5.3,8,31
"5059",1981-11-11,95,55,0,NA,0.3,0,-0.7,NA,5,5,27
"5060",1981-11-12,95,55,14,NA,7.4,0,-3.3,NA,8,10,27
"5061",1981-11-13,95,57,13,NA,7.2,0,-5.9,NA,12,14,33.5
"5062",1981-11-14,95,58,5,NA,3.2,0,-6.2,NA,6.7,10,12
"5063",1981-11-15,95,62,0,150.5,0,0,-6.4,NA,2.7,6,2
"5064",1981-11-16,95,62,0,NA,0.1,8.2,-5,NA,1.3,2,13.5
"5065",1981-11-17,95,60,0,NA,4.1,0,0,NA,4.7,6,24.25
"5066",1981-11-18,95,55,0,NA,12.8,0,0.3,NA,4.7,6,27.75
"5067",1981-11-19,88,50,0,NA,5.1,0,3,NA,4.7,6,17.75
"5068",1981-11-20,91,40,0,NA,21.3,0,0.7,NA,8.3,10,28
"5069",1981-11-21,93,20,0,NA,21.2,0,3.5,NA,6,8,27
"5070",1981-11-22,98,10,0,24.7,0.2,0,2.8,NA,5,10,15.75
"5071",1981-11-23,88,8,2,NA,0.9,5.9,-4.6,NA,8.7,10,26.75
"5072",1981-11-24,96,9,6,NA,4,0,-6.8,NA,8.7,9,28
"5073",1981-11-25,92,15,7,NA,3.8,0,-5.8,NA,9.3,10,27.5
"5074",1981-11-26,97,20,6,NA,9.2,0,-2.7,NA,11,12,24.25
"5075",1981-11-27,97,24,4,NA,5.4,0,-3.9,NA,7,10,27
"5076",1981-11-28,98,26,5,NA,2.8,0,-6.5,NA,7.7,10,31
"5077",1981-11-29,98,27,15,53.4,10.2,0,-6.1,NA,10.3,15,29.75
"5078",1981-11-30,98,42,8,NA,5.6,0,-6.9,NA,7,8,3
"5079",1981-12-01,98,50,10,NA,7.8,0,-6.8,NA,8,10,31.75
"5080",1981-12-02,98,60,5,NA,4.2,0,-7.6,NA,6.7,8,33
