"","date","Hprum","SCE","SNO","SVH","SRA","SSV","Tprum","T05prum","Fprum","Fmax","Dprum"
"8156",1994-05-08,52,135,0,563,1.2,12.5,7.6,NA,3.7,4,10.5
"8157",1994-05-09,92,133,0,NA,1,5.3,3.4,NA,6,9,8.75
"8158",1994-05-10,77,130,0,NA,0,11.3,6.7,NA,9,10,7.5
"8159",1994-05-11,82,125,0,NA,4.8,3.3,4.5,NA,4.3,7,17.75
"8160",1994-05-12,81,120,0,NA,0.2,4.6,6.8,NA,2.3,4,18
"8161",1994-05-13,83,118,0,NA,3.8,7.9,9.2,NA,7,10,15.5
"8162",1994-05-14,81,100,0,NA,1.6,9.3,8,NA,3.3,4,23.25
"8163",1994-05-15,69,90,0,490,0,10.7,9.5,NA,2.3,3,23.25
"8164",1994-05-16,84,70,0,NA,14.6,7.7,9.3,NA,2.3,3,22.5
"8165",1994-05-17,73,50,0,NA,0.7,6.7,11.9,NA,4,5,12
"8166",1994-05-18,99,30,0,NA,16.8,0.5,7.2,NA,4.7,5,20
"8167",1994-05-19,100,20,0,NA,4,0,2.1,NA,9.3,10,29
"8168",1994-05-20,93,20,0,NA,2.2,7.4,5.3,NA,4.7,5,23.5
"8169",1994-05-21,83,20,0,NA,2.3,3.8,7.3,NA,3.7,5,21.5
"8170",1994-05-22,91,20,0,NA,7.7,0,6.5,NA,6,10,22.5
"8171",1994-05-23,71,15,0,NA,0,6.5,8.5,NA,2.7,4,23.25
"8172",1994-05-24,94,15,0,NA,3.2,0,8.4,NA,3,4,22.5
"8173",1994-05-25,91,10,0,NA,22,4.5,7.4,NA,2,3,22
"8174",1994-05-26,100,0,0,NA,17.4,0.1,2.1,NA,7,13,32.5
"8175",1994-05-27,92,0,0,NA,0.1,2.9,3.1,NA,2,2,19.5
"8176",1994-05-28,70,0,0,NA,3,2.8,4.3,NA,3.7,4,33.25
"8177",1994-05-29,88,0,0,0,0.4,7.1,1.4,NA,6.7,8,31
"8178",1994-05-30,80,0,0,NA,0,8.4,4.8,NA,5.3,6,28.5
"8179",1994-09-30,96,0,0,NA,0.8,1,5.9,NA,8.7,10,31
"8180",1994-10-01,100,0,0,NA,0.5,0,6.7,NA,2.3,4,20.5
"8181",1994-10-02,100,0,0,NA,13.8,0,7.5,NA,8.7,10,22.25
"8182",1994-10-03,98,0,0,NA,0.2,5.1,-3.1,NA,5.7,10,30.25
"8183",1994-10-04,100,0,10,NA,8.5,0,-3.2,NA,7,8,27.25
"8184",1994-10-05,98,10,0,NA,0,3.3,-3.2,NA,6.7,8,20
"8185",1994-10-06,98,0,10,NA,6.4,3.2,-3.2,NA,7.3,8,9.25
"8186",1994-10-07,100,10,1,NA,0.6,0,-3.8,NA,6,8,18
"8187",1994-10-08,97,10,0,NA,0,3.2,-2.7,NA,4.7,6,24.5
"8188",1994-10-09,97,0,0,NA,0,0,-1.7,NA,5.3,6,26.5
"8189",1994-10-10,77,0,0,NA,0,8.7,2.8,NA,3.3,6,25.75
"8190",1994-10-11,60,0,0,NA,0,8.5,6.5,NA,6.3,9,30
"8191",1994-10-12,58,0,0,NA,0,6.1,6.7,NA,6.7,8,31
"8192",1994-10-13,50,0,0,NA,0,7.8,10.9,NA,2.3,4,22.25
"8193",1994-10-14,64,0,0,NA,0,9.4,8.1,NA,5.7,6,26.25
"8194",1994-10-15,64,0,0,NA,0,8.6,4,NA,5,6,32.5
"8195",1994-10-16,100,0,3,NA,1.5,0,-5.6,NA,3,4,32.5
"8196",1994-10-17,80,3,0,NA,0,9.2,-6.8,NA,2,4,18
"8197",1994-10-18,88,0,0,NA,0,0,-3.4,NA,6.7,10,14.25
"8198",1994-10-19,83,0,0,NA,0,7,0.3,NA,10,12,16
"8199",1994-10-20,95,0,0,NA,0,1.6,1.3,NA,13.7,15,15.5
"8200",1994-10-21,100,0,0,NA,0,0,-0.5,NA,15,20,13
"8201",1994-10-22,100,0,0,NA,0,0,1.3,NA,1,3,4.5
"8202",1994-10-23,93,0,0,NA,0,3.8,4.3,NA,0,0,0
"8203",1994-10-24,99,0,0,NA,0,5.2,2.9,NA,2,2,28.75
"8204",1994-10-25,100,0,0,NA,10,0,0.6,NA,5.3,8,25.75
"8205",1994-10-26,100,0,0,NA,2.4,0,-0.1,NA,3.3,6,25.5
"8206",1994-10-27,100,0,0,NA,6.4,3.3,1.2,NA,4.7,6,20.25
"8207",1994-10-28,99,0,4,NA,9.8,4.4,-0.3,NA,4.7,6,21.75
"8208",1994-10-29,100,4,0,NA,51.4,0,3.6,NA,5.3,8,19
"8209",1994-10-30,100,0,0,NA,1.4,0,5.8,NA,5.7,7,18
"8210",1994-10-31,92,0,0,NA,0,1.4,2.8,NA,7.3,10,27
"8211",1994-11-01,83,0,0,NA,0,5.1,-0.8,NA,3,5,27
"8212",1994-11-02,47,0,0,NA,0,7.9,3.3,NA,4.7,7,19.25
"8213",1994-11-03,91,0,0,NA,0,5.5,4.7,NA,18.3,20,18
"8214",1994-11-04,100,0,0,NA,0,0,3.6,NA,25,25,16.75
"8215",1994-11-05,79,0,0,NA,0,5.2,5.5,NA,2,2,16.75
"8216",1994-11-06,99,0,0,NA,0.6,0.7,1.1,NA,1.3,2,9
"8217",1994-11-07,100,0,0,NA,0.5,0,0.8,NA,1.3,2,13.5
"8218",1994-11-08,93,0,0,NA,0,3,1.8,NA,1.7,5,6.75
"8219",1994-11-09,99,0,0,NA,0,0.4,1.1,NA,2,2,18
"8220",1994-11-10,80,0,0,NA,0,0,-1.5,NA,5,5,10
"8221",1994-11-11,47,0,0,NA,0,3.3,-2.5,NA,2.7,4,15.5
"8222",1994-11-12,31,0,0,NA,0.4,2.3,-1.7,NA,2.3,3,30
"8223",1994-11-13,99,0,0,NA,19.1,0,2.3,NA,0,0,0
"8224",1994-11-14,100,0,0,NA,32.4,0,2.8,NA,8.7,10,28
"8225",1994-11-15,100,0,3,NA,11.3,0,-0.5,NA,14.3,18,29.5
"8226",1994-11-16,100,3,15,NA,20,0,-1.6,NA,10.3,15,25.5
"8227",1994-11-17,99,15,5,NA,5.2,0,-3.2,NA,17.3,20,34.25
"8228",1994-11-18,100,20,0,NA,1.9,1.2,-2.9,NA,4.3,10,25.75
"8229",1994-11-19,100,16,0,NA,6.2,0,4.1,NA,8,10,27
"8230",1994-11-20,99,10,0,NA,0,0,0.3,NA,13.7,17,32.5
"8231",1994-11-21,60,0,0,NA,0,7.4,0.6,NA,7,8,32.5
"8232",1994-11-22,70,0,0,NA,0,7.7,2.9,NA,5.3,6,28
"8233",1994-11-23,100,0,3,NA,12.6,0,0.6,NA,11.3,18,29
"8234",1994-11-24,100,3,2,NA,2.3,0,-3,NA,18,25,30
"8235",1994-11-25,100,5,2,NA,4.8,0,-1.2,NA,6,8,28
"8236",1994-11-26,100,7,0,NA,2.4,0,-0.4,NA,8.3,12,32.25
"8237",1994-11-27,93,5,0,NA,0,0,-0.5,NA,13.7,18,31
"8238",1994-11-28,100,4,0,NA,0,0,-1.4,NA,15,20,33.5
"8239",1994-11-29,100,4,3,NA,4.6,0,-3.5,NA,6.7,8,32
"8240",1994-11-30,53,7,0,NA,0,7.3,-4.3,NA,1.3,2,21
"8241",1994-12-01,24,7,0,NA,0,6.2,-2,NA,4.3,6,17.5
"8242",1994-12-02,94,5,0,NA,0.8,5.1,2.4,NA,3.3,6,21.25
"8243",1994-12-03,97,5,0,NA,9.2,0,1.4,NA,3.3,4,23.25
"8244",1994-12-04,100,0,0,0,12.8,0,1,NA,4.7,8,30.25
"8245",1994-12-05,100,0,2,NA,3.8,0,-2.3,NA,6.7,8,27
"8246",1994-12-06,100,2,2,NA,1.4,5,-3.3,NA,2.7,4,19
"8247",1994-12-07,100,3,3,NA,3.6,0,-2.1,NA,5.3,6,22.5
"8248",1994-12-08,100,5,15,NA,14.3,0,-2.7,NA,8,8,26.25
"8249",1994-12-09,97,15,5,NA,13.1,3.3,-1.8,NA,3.3,5,25
"8250",1994-12-10,100,15,0,NA,10.1,0,3.1,NA,11,13,29
"8251",1994-12-11,100,0,2,0,28.2,0,3.1,NA,8.3,10,28
"8252",1994-12-12,100,2,13,NA,10.3,0,-0.5,NA,15.7,20,31
"8253",1994-12-13,100,15,5,NA,2.6,0,-7.4,NA,13.3,18,33.25
"8254",1994-12-14,99,18,1,NA,0.3,0,-8.8,NA,6.7,8,31
"8255",1994-12-15,95,18,2,NA,2,0,-8.4,NA,7.7,10,27.5
"8256",1994-12-16,100,18,1,NA,1.2,0,-5,NA,10.7,12,30.5
"8257",1994-12-17,84,19,0,NA,0,5.9,-6,NA,2,3,15.5
"8258",1994-12-18,99,19,0,32.4,0.5,0,-3.2,NA,1,3,5.5
"8259",1994-12-19,100,19,5,NA,4.3,0,-3.1,NA,0,0,0
"8260",1994-12-20,100,24,5,NA,3.6,0,-5.9,NA,8.7,12,35
"8261",1994-12-21,98,29,3,NA,2.2,0,-7.5,NA,12.7,15,3
"8262",1994-12-22,93,30,0,NA,0,0,-8.8,NA,7.3,10,10
"8263",1994-12-23,89,30,0,NA,0,6.7,-4.7,NA,2,2,18
"8264",1994-12-24,89,30,0,NA,0,0,-3.1,NA,2.7,4,18
"8265",1994-12-25,100,30,2,44,2.2,4.3,-6.8,NA,3.3,4,23.25
"8266",1994-12-26,100,30,30,NA,58.4,0,-3.1,NA,6.7,8,22
"8267",1994-12-27,100,50,0,NA,20.8,0,2.1,NA,4.7,6,20
"8268",1994-12-28,100,30,0,NA,6.4,0,2.2,NA,8,10,21.25
"8269",1994-12-29,100,15,15,NA,24,0,-1.2,NA,10.7,12,22.5
"8270",1994-12-30,100,30,10,NA,15.4,0,-3.9,NA,10.3,13,25.5
"8271",1994-12-31,100,40,30,NA,11,0,-6.9,NA,10,10,27
"8272",1995-01-01,100,70,25,138,8,0,-8.5,NA,12.7,20,29
"8273",1995-01-02,98,95,8,NA,6.2,0,-10.1,NA,18.7,20,33.25
"8274",1995-01-03,100,98,2,NA,1,0,-13.1,NA,7.7,10,11.75
"8275",1995-01-04,100,90,0,NA,0,0.8,-10.5,NA,3.7,6,19
"8276",1995-01-05,100,85,1,NA,0.5,0,-10.7,NA,1.7,2,17.5
"8277",1995-01-06,100,85,5,NA,4,0,-10.6,NA,1.3,2,7.25
"8278",1995-01-07,99,90,0,NA,0,0.8,-7.6,NA,3.3,4,13.75
"8279",1995-01-08,98,85,15,144,12.2,0,-7.9,NA,2,4,20.75
"8280",1995-01-09,100,100,5,NA,2.3,0,-6.8,NA,22.7,30,29
"8281",1995-01-10,100,100,25,NA,10.2,0,-8.5,NA,25.7,35,32.5
"8282",1995-01-11,100,120,15,NA,6.7,0,-9.1,NA,21.7,25,32.5
"8283",1995-01-12,100,130,10,NA,4.9,0,-10.3,NA,18.3,20,30.25
"8284",1995-01-13,98,138,4,NA,2,0.2,-8.5,NA,8.7,10,28
"8285",1995-01-14,100,138,1,NA,0.7,0,-2.9,NA,7.3,8,27
"8286",1995-01-15,100,128,0,291,0,1.8,-3.6,NA,5.7,10,17.75
"8287",1995-01-16,93,118,0,NA,0,7.5,-5.8,NA,3.3,4,13.75
"8288",1995-01-17,70,98,1,NA,0.3,7,-7.7,NA,15,20,14.5
"8289",1995-01-18,100,97,2,NA,1,0,-7.8,NA,7,10,21.25
"8290",1995-01-19,100,97,2,NA,0.9,2.8,-6.4,NA,7,10,17.5
"8291",1995-01-20,100,98,1,NA,0.6,0.6,-5.6,NA,5.3,6,21.25
"8292",1995-01-21,100,98,22,NA,38.9,0,-3.5,NA,10.7,18,18
"8293",1995-01-22,100,120,5,NA,13.1,0,-2.2,NA,10.3,11,22
"8294",1995-01-23,100,122,18,NA,9.4,0,-4.5,NA,17.7,20,26.5
"8295",1995-01-24,100,140,5,NA,16.1,0,-4.6,NA,6.3,8,22
"8296",1995-01-25,100,141,1,NA,9.9,0,0.9,NA,11,15,20
"8297",1995-01-26,100,141,3,NA,1.9,0,-6.8,NA,22,25,31
"8298",1995-01-27,100,136,15,NA,12.1,0,-4.7,NA,10,15,21
"8299",1995-01-28,100,145,10,NA,57.4,0,-1.5,NA,10.3,12,22
"8300",1995-01-29,100,155,20,NA,19.8,0,-4.2,NA,11,18,26.5
"8301",1995-01-30,100,165,1,NA,0.4,0.9,-8.9,NA,10.3,16,28.5
"8302",1995-01-31,100,150,0,NA,2,0.4,-2.1,NA,5.3,8,21.75
"8303",1995-02-01,100,148,1,NA,1,0,-4,NA,11.3,15,28.75
"8304",1995-02-02,100,148,0,NA,0,4.9,-7.6,NA,5,7,26.75
"8305",1995-02-03,100,148,5,NA,3.6,0,-3.8,NA,6,8,27
"8306",1995-02-04,100,150,5,NA,3.8,0,-4.9,NA,23.7,28,31
"8307",1995-02-05,100,152,0,564,13.6,0,-0.1,NA,11,15,27
"8308",1995-02-06,100,145,1,NA,1.8,0,-1,NA,11.3,18,24.5
"8309",1995-02-07,100,145,15,NA,14.2,0,-2.8,NA,9.3,10,27.75
"8310",1995-02-08,100,157,1,NA,0.4,3.7,-9.7,NA,11.3,20,31
"8311",1995-02-09,95,155,6,NA,3.6,5.3,-7.3,NA,5.7,6,21.25
"8312",1995-02-10,100,159,8,NA,7.2,0,-2.5,NA,6.7,10,23.25
"8313",1995-02-11,98,164,8,NA,10.6,0,-1.3,NA,10.7,12,25.25
"8314",1995-02-12,85,170,0,450.1,0,6.6,-0.7,NA,6.7,10,18
"8315",1995-02-13,99,168,2,NA,1.1,0,-0.9,NA,6,10,24.75
"8316",1995-02-14,100,168,5,NA,10.7,0,-1.2,NA,11,15,20
"8317",1995-02-15,99,167,10,NA,6.7,0,-1.2,NA,9.3,10,25
"8318",1995-02-16,100,170,8,NA,7.2,0,-2.5,NA,11,15,23.5
"8319",1995-02-17,96,175,3,NA,2.2,0,-4,NA,8.7,10,27
"8320",1995-02-18,97,175,15,NA,18.4,0,-3.4,NA,11,15,23.25
"8321",1995-02-19,97,185,1,508.4,1.2,0.5,-2.3,NA,8,8,25.75
"8322",1995-02-20,100,185,0,NA,2.6,0,2.1,NA,6.7,8,19
"8323",1995-02-21,97,170,0,NA,0.6,5,-5.6,NA,9,15,19.25
"8324",1995-02-22,95,165,0,NA,0,0,-5.7,NA,8.7,10,23.5
"8325",1995-02-23,95,160,5,NA,3.1,0,-5.1,NA,7,10,16
"8326",1995-02-24,100,165,10,NA,7.5,0,-4.1,NA,6.7,8,17.75
"8327",1995-02-25,99,175,1,NA,0.4,0,-4.5,NA,6.3,8,30
"8328",1995-02-26,97,175,3,496.3,1.9,0,-6.4,NA,10.3,14,30.75
"8329",1995-02-27,99,175,0,NA,4.6,0,-3.2,NA,8.7,10,24.25
"8330",1995-02-28,98,173,0,NA,0,0.3,-0.1,NA,8,10,19.75
"8331",1995-03-01,100,173,5,NA,4.3,0,-2.8,NA,6.3,8,20
"8332",1995-03-02,92,178,1,NA,0.2,7.7,-3.1,NA,7,11,9
"8333",1995-03-03,99,175,5,NA,3.9,0,-5.6,NA,9.3,10,25
"8334",1995-03-04,100,180,5,NA,5.8,3.3,-5.7,NA,3.3,10,9
"8335",1995-03-05,100,183,0,824,0,0,-4,NA,4,4,21
"8336",1995-03-06,100,180,4,NA,2.2,3.1,-5,NA,4.7,8,27
"8337",1995-03-07,81,180,0,NA,0,9,-5,NA,4.7,10,17.5
"8338",1995-03-08,80,178,1,NA,0.6,4.3,-2.9,NA,2,4,21.25
"8339",1995-03-09,86,178,0,NA,0,5.5,-3,NA,4,4,11
"8340",1995-03-10,66,177,0,NA,0,9.7,-3.4,NA,5.7,8,13
"8341",1995-03-11,54,177,1,NA,0.1,9.9,-0.8,NA,3.7,7,10
"8342",1995-03-12,100,177,4,859.4,2.8,0,-6.5,NA,9,11,10.5
"8343",1995-03-13,100,180,8,NA,5.2,0,-8.4,NA,4.7,7,11.25
"8344",1995-03-14,100,185,8,NA,4.1,0,-7.2,NA,11,15,17
"8345",1995-03-15,100,188,10,NA,8.4,0,-5.4,NA,7.3,8,23
"8346",1995-03-16,100,196,7,NA,4.6,0,-3.6,NA,10,12,18.5
"8347",1995-03-17,100,198,9,NA,5.6,0,-2.6,NA,7.3,8,22
"8348",1995-03-18,100,205,6,NA,4.6,0,-3.7,NA,8.7,10,27.75
"8349",1995-03-19,100,208,11,791,8.4,4.6,-5.9,NA,16.3,22,27.5
"8350",1995-03-20,100,219,17,NA,13.8,0,-5.4,NA,18.7,25,33.5
"8351",1995-03-21,100,230,4,NA,2.8,6.3,-5.9,NA,10.3,15,29
"8352",1995-03-22,100,227,4,NA,2,0,-1.8,NA,19.7,25,31
"8353",1995-03-23,71,226,0,NA,0,7,0.6,NA,6.7,8,28
"8354",1995-03-24,96,216,20,NA,16.1,0.7,-3,NA,12.7,18,27.5
"8355",1995-03-25,100,228,25,NA,20.3,0,-3.6,NA,12,18,27
"8356",1995-03-26,100,248,25,788.4,21.3,0,-6.4,NA,14.3,18,29.5
"8357",1995-03-27,100,258,10,NA,5.8,0,-9.6,NA,13,18,28
"8358",1995-03-28,100,266,12,NA,6,0,-8.2,NA,8.7,10,24.5
"8359",1995-03-29,100,268,7,NA,2.6,0,-7.2,NA,12.7,16,34.5
"8360",1995-03-30,100,265,3,NA,1.8,4.6,-6.3,NA,7.3,8,28.5
"8361",1995-03-31,100,265,5,NA,2.1,0,-1,NA,18.3,20,30.5
"8362",1995-04-01,94,255,0,NA,40,1,2.3,NA,21.7,25,29.5
"8363",1995-04-02,95,245,0,790.1,0.5,1.9,2.9,NA,11,15,29
"8364",1995-04-03,100,240,5,NA,2.2,0,-1.4,NA,15.7,20,30
"8365",1995-04-04,91,230,0,NA,0,9.6,-0.8,NA,7.7,10,28.75
"8366",1995-04-05,98,225,0,NA,8.8,0,0.8,NA,12,20,29
"8367",1995-04-06,100,215,15,NA,22.9,0,-0.1,NA,20,30,29.5
"8368",1995-04-07,100,230,3,NA,1.8,0,-5.8,NA,25.3,28,30
"8369",1995-04-08,100,232,10,NA,3.9,0,-6.4,NA,21,23,31.75
"8370",1995-04-09,100,238,8,889.2,3.7,2.8,-5.1,NA,7,8,31.75
"8371",1995-04-10,100,246,2,NA,0.6,0,-4,NA,6.3,8,9.25
"8372",1995-04-11,100,245,1,NA,0.2,2.9,-2.5,NA,8,10,32
"8373",1995-04-12,100,240,12,NA,5.3,0,-5.7,NA,12,15,34
"8374",1995-04-13,100,250,15,NA,12.7,0,-2.6,NA,9.3,10,14.5
"8375",1995-04-14,100,265,15,NA,7.1,0,-3,NA,6.7,8,16.5
"8376",1995-04-15,100,275,10,NA,7.1,0,-2,NA,7.3,9,25.5
"8377",1995-04-16,100,280,25,828.7,26.8,0,-2.5,NA,8,10,23.25
"8378",1995-04-17,100,295,0,NA,21.2,0,0.8,NA,11.3,15,21.5
"8379",1995-04-18,92,280,0,NA,7.5,1.3,3.3,NA,9,10,18
"8380",1995-04-19,95,265,0,NA,2.1,0.2,0.9,NA,4.7,8,21.25
"8381",1995-04-20,84,250,0,NA,0.1,5.8,6.7,NA,7.7,9,17.5
"8382",1995-04-21,70,240,0,NA,0,11.9,10,NA,13.7,25,15.25
"8383",1995-04-22,51,220,0,NA,0,12.6,10.9,NA,5.7,6,17.5
"8384",1995-04-23,75,200,0,753.1,0,12.4,8.4,NA,6,8,15
"8385",1995-04-24,99,180,0,NA,0.4,7.6,5.1,NA,6.7,8,14.5
"8386",1995-04-25,81,160,0,NA,6.6,7.6,5,NA,4.7,6,22.5
"8387",1995-04-26,96,150,0,NA,0.5,7.2,4.2,NA,7.7,10,33.25
"8388",1995-04-27,100,130,0,NA,0,2.4,-1.4,NA,6,9,28.75
"8389",1995-04-28,85,115,0,NA,0,9.7,1.2,NA,0.7,2,4
"8390",1995-04-29,79,105,0,NA,0,3.5,5.9,NA,2,4,24.75
"8391",1995-04-30,95,105,0,345.2,0.9,2.1,2.2,NA,6,8,4.25
"8392",1995-05-01,59,95,0,NA,0,13,0.1,NA,8.7,10,21.25
"8393",1995-05-02,58,90,0,NA,0,13.2,4.4,NA,2.7,8,2.25
"8394",1995-05-03,69,85,0,NA,0,11.9,6.4,NA,5.3,10,30
"8395",1995-05-04,93,75,0,NA,0,9.3,5.7,NA,9,10,33.5
"8396",1995-05-05,87,60,0,NA,0,8.7,7.5,NA,8,10,30.5
"8397",1995-05-06,75,55,0,NA,0,10.2,3.7,NA,11,15,32.5
"8398",1995-05-07,86,45,0,376,7.5,2.8,6.5,NA,5.3,8,25.75
"8399",1995-05-08,98,45,3,NA,14.9,0,0.8,NA,9.7,10,28.5
"8400",1995-05-09,98,48,3,NA,3.1,0.7,-0.3,NA,5.7,10,28
"8401",1995-05-10,90,50,0,NA,2,1.1,1.6,NA,2,4,12.25
"8402",1995-05-11,100,46,0,NA,5.4,0,4.7,NA,6,10,20
"8403",1995-05-12,100,38,2,NA,22.1,0,2.8,NA,7.7,13,16.75
"8404",1995-05-13,100,38,2,NA,1.8,0,-1.9,NA,14.3,20,31
"8405",1995-05-14,100,30,0,NA,0,5,-1.4,NA,3,7,15.5
"8406",1995-05-15,73,25,0,NA,0.6,8.7,3.9,NA,1.3,4,4.5
"8407",1995-05-16,100,15,0,NA,2.6,0,4.5,NA,8,9,18
"8408",1995-05-17,100,10,0,NA,22.4,0,4.6,NA,13,20,19
"8409",1995-05-18,100,10,1,NA,1.4,0,-0.7,NA,5.7,8,33.25
"8410",1995-05-19,87,5,0,NA,0.5,7,1.2,NA,7,8,36
"8411",1995-05-20,91,0,0,NA,0,2.7,2.5,NA,8.3,9,36
"8412",1995-05-21,64,0,0,0,0,13,3.5,NA,5.3,6,36
"8413",1995-05-22,59,0,0,NA,0,12.5,7.1,NA,3,4,23
"8414",1995-05-23,58,0,0,NA,0,13.4,10.2,NA,3,6,13.25
"8415",1995-05-24,65,0,0,NA,0,11.3,12.4,NA,2,2,20
"8416",1995-05-25,62,0,0,NA,0,10.8,14.7,NA,3,4,19
"8417",1995-05-26,82,0,0,NA,12.4,4,12.8,NA,7.7,11,22
"8418",1995-05-27,60,0,0,NA,0,8.7,11.2,NA,4,7,28.5
"8419",1995-05-28,57,0,0,0,2.8,13.3,15.4,NA,4,5,19
"8420",1995-05-29,77,0,0,NA,14.3,3.1,13.2,NA,3.3,5,12.25
"8421",1995-05-30,88,0,0,NA,2.9,0.7,11.1,NA,4.7,7,15.75
"8422",1995-11-30,83,38,0,NA,0,4.4,-4.3,NA,2,4,16
"8423",1995-12-01,100,38,3,NA,2.2,0,-4.4,NA,6.7,9,15
"8424",1995-12-02,100,41,0,NA,0,0,-4.6,NA,3,5,14.25
"8425",1995-12-03,96,41,5,NA,2.1,0,-11.3,NA,7.3,10,7.75
"8426",1995-12-04,100,46,3,NA,0.9,0,-13,NA,5.7,8,17.75
"8427",1995-12-05,97,49,2,NA,1.6,0,-6.7,NA,6.7,9,13
"8428",1995-12-06,100,51,3,NA,1.6,0,-4.8,NA,9.7,12,14.5
"8429",1995-12-07,100,54,0,NA,0,1.1,-3,NA,3,5,12
"8430",1995-12-08,76,54,0,NA,0,5.2,-1.4,NA,2.7,8,17
"8431",1995-12-09,59,54,1,NA,2,7,-2.6,NA,8,10,34
"8432",1995-12-10,100,55,15,NA,8,0,-4.1,NA,12.3,15,34.25
"8433",1995-12-11,100,70,5,NA,5,0,-7.8,NA,7.3,10,7.75
"8434",1995-12-12,100,75,2,NA,1,0,-9.8,NA,6,8,13
"8435",1995-12-13,100,76,0,NA,0,0,-7.4,NA,5,8,12
"8436",1995-12-14,100,76,0,NA,0,0,-4.7,NA,0,0,0
"8437",1995-12-15,100,76,0,NA,0,0,-3.1,NA,2.7,5,9.75
"8438",1995-12-16,97,76,0,NA,0,6.7,-0.9,NA,1.3,4,13.5
"8439",1995-12-17,81,76,1,262,1.9,5.2,-3.1,NA,7.7,8,29.75
"8440",1995-12-18,100,76,8,NA,2,0,-6.2,NA,8.7,10,27
"8441",1995-12-19,100,84,10,NA,7.2,0,-7.3,NA,4.7,8,33.75
"8442",1995-12-20,79,89,1,NA,0.4,3.8,-12.5,NA,3.7,6,24.25
"8443",1995-12-21,100,85,3,NA,14.6,0,-2.3,NA,5,8,23.25
"8444",1995-12-22,100,82,2,NA,28.2,0,1.3,NA,8,10,22.5
"8445",1995-12-23,100,83,3,NA,2.2,0,-4.2,NA,4,8,15.5
"8446",1995-12-24,100,86,3,300,2.4,0,-5.8,NA,4.7,8,23.5
"8447",1995-12-25,100,89,4,NA,1.8,0,-8.5,NA,10.3,15,27.75
"8448",1995-12-26,100,91,0,NA,0,5.2,-13,NA,3.3,4,7.75
"8449",1995-12-27,100,87,0,NA,0,6.8,-12.3,NA,0.7,2,13.5
"8450",1995-12-28,88,86,0,NA,0,6.8,-11.6,NA,1,2,13.5
"8451",1995-12-29,93,86,1,NA,0.3,5.9,-11.3,NA,6.7,10,13.75
"8452",1995-12-30,100,85,0,NA,0,0,-6,NA,1.3,4,3.25
"8453",1995-12-31,100,85,0,330,0,0,-2.3,NA,1.7,4,6.75
"8454",1996-01-01,100,84,0,NA,0,0,-4.2,NA,3.3,7,20.25
"8455",1996-01-02,100,84,3,NA,2.9,0,-9.7,NA,10,10,34.5
"8456",1996-01-03,100,87,1,NA,0.1,3.2,-11.5,NA,4,10,8.25
"8457",1996-01-04,100,88,1,NA,0.2,0,-11.5,NA,4.7,5,11.75
"8458",1996-01-05,99,88,0,NA,0,0,-10.3,NA,10,13,13
"8459",1996-01-06,98,86,0,NA,1.6,0,-3.1,NA,3.3,4,15.25
"8460",1996-01-07,100,85,0,332,2.7,0,0.7,NA,2.7,4,21.25
"8461",1996-01-08,87,85,0,NA,0,0,0.3,NA,2,2,21
"8462",1996-01-09,92,85,0,NA,0,0.3,-1.3,NA,2.3,3,8.5
"8463",1996-01-10,54,85,0,NA,0,0.4,4.2,NA,4,6,22
"8464",1996-01-11,61,83,0,NA,0,4,5,NA,1.3,2,14.25
"8465",1996-01-12,81,83,0,NA,0,2.7,1.5,NA,2.3,4,13
"8466",1996-01-13,71,80,0,NA,0,6.2,0,NA,2.3,5,8.5
"8467",1996-01-14,66,80,0,358,0,6.8,-2.4,NA,4.3,8,17
"8468",1996-01-15,36,80,0,NA,0,7.4,0.1,NA,2,2,22.5
"8469",1996-01-16,60,80,0,NA,0,7.3,1.1,NA,2.3,3,27
"8470",1996-01-17,60,78,0,NA,0,0.9,-0.6,NA,2.7,4,22.5
"8471",1996-01-18,94,75,0,NA,0,2,-6.6,NA,3.7,4,12
"8472",1996-01-19,85,75,0,NA,0,4.8,-8.9,NA,6.7,10,15.5
"8473",1996-01-20,66,75,0,NA,0,7.3,-7.8,NA,2.7,6,7.75
"8474",1996-01-21,46,75,0,353,0,7.7,-6,NA,1.3,4,2.25
"8475",1996-01-22,60,75,0,NA,0,7.8,-9.1,NA,6.7,10,15
"8476",1996-01-23,45,75,0,NA,0,7.8,-12,NA,6,6,12.5
"8477",1996-01-24,65,75,2,NA,1.4,0,-12.9,NA,13.3,17,14.25
"8478",1996-01-25,100,75,0,NA,0,1.3,-8.7,NA,3.3,5,15
"8479",1996-01-26,100,75,0,NA,0,0,-5.6,NA,1,2,8.5
"8480",1996-01-27,100,75,1,NA,0.3,0,-4.8,NA,6,7,12
"8481",1996-01-28,68,75,0,356,0,7.9,-5.3,NA,5.3,12,13.25
"8482",1996-01-29,43,74,0,NA,0,8.1,-4.9,NA,5,10,5.5
"8483",1996-01-30,52,73,0,NA,0,8.1,-1.6,NA,1.3,2,15
"8484",1996-01-31,47,72,0,NA,0,8.2,-1.8,NA,0.3,1,3.25
"8485",1996-02-01,77,72,1,NA,0.5,6.3,1.5,NA,2.7,5,27
"8486",1996-02-02,97,73,1,NA,0.8,0,-6.3,NA,7.3,10,28
"8487",1996-02-03,94,74,1,NA,0.2,2.1,-12.1,NA,4.7,7,30.5
